sensor_index,date_created,private,location_type,uptime,position_rating,Y,X
131075,1632955574,0,0,18934,5,33.51511,-117.67972
131079,1632955612,0,0,18923,5,37.75315,-122.44364
131077,1632955594,0,0,18891,5,37.93273,-122.03972
131083,1632955622,0,0,18825,5,38.287594,-122.46281
131087,1632955644,0,0,89,5,39.76283,-120.61008
131091,1632955657,0,0,5504,5,37.328453,-122.048836
131089,1632955649,0,0,18945,5,37.752125,-122.43994
131097,1633028780,0,0,18904,0,37.37483,-122.07158
53,1454548891,0,0,3898,5,40.246742,-111.7048
77,1456896339,0,0,18281,5,40.750816,-111.82529
131190,1633034575,0,0,7194,5,39.94589,-105.14925
131195,1633034592,0,0,2,5,40.2219,-74.76362
131193,1633034588,0,1,1984,5,0.344828,32.61073
131197,1633034597,0,0,7620,5,40.218304,-74.760216
131203,1633034622,0,0,16312,1,38.521652,-120.82048
131201,1633034610,0,0,17051,5,42.287605,-71.23751
135,1464376452,0,0,3036,5,41.223026,-111.9438
131205,1633034632,0,0,18915,5,42.29583,-71.253525
131211,1633034739,0,0,18945,5,37.226986,-80.212204
131231,1633037514,0,1,18898,0,35.7282,-78.8466
131255,1633039528,0,1,18855,5,40.427025,-111.75665
182,1470082168,0,0,1796,0,49.160076,-123.74227
131259,1633042564,0,0,518,3,34.113136,-77.87975
131257,1633040601,0,0,18823,5,37.95144,-121.98193
195,1470083084,0,0,87,5,41.059727,-124.12889
131265,1633044054,0,0,14380,5,19.96625,-155.85226
131279,1633106578,0,0,18822,5,39.98117,-105.15552
131281,1633106582,0,0,78,5,40.232094,-74.77151
131287,1633106604,0,0,18826,5,34.182487,-92.005974
131285,1633106597,0,0,18791,5,42.45333,-71.006454
131291,1633106615,0,0,18810,5,34.62277,-92.43314
131289,1633106610,0,0,16301,5,34.723907,-92.345764
131295,1633106625,0,0,246,5,20.703815,-100.445145
131293,1633106619,0,0,9449,5,42.121555,-72.75205
131315,1633106695,0,0,1434,4,18.227839,-66.03447
131317,1633106699,0,0,7492,5,40.59127,-105.10347
131327,1633111337,0,0,18830,5,42.08482,-71.62606
131335,1633111397,0,0,18893,5,41.669945,-70.902306
131343,1633111514,0,0,1,5,40.222046,-74.76284
131347,1633111527,0,0,18945,3,41.76484,-71.12986
131345,1633111520,0,0,288,5,18.412493,-66.03264
131355,1633111558,0,0,16441,5,40.567772,-105.12439
131353,1633111554,0,0,18948,5,32.682343,-115.494675
286,1473187186,0,0,7055,0,49.48426,-124.266624
131365,1633365592,0,1,18916,0,37.80039,-122.41072
131373,1633372718,0,0,36,0,44.049168,-70.869156
131379,1633377278,0,0,18819,4,39.96028,-83.006294
314,1473904717,0,0,18345,1,39.43402,-104.73237
322,1473909821,0,0,18369,5,35.224293,-111.60618
324,1473909918,0,0,18282,5,34.48263,136.16336
328,1474512477,0,0,18352,5,50.690514,-120.35601
131403,1633384259,0,0,18901,5,41.66893,-70.90374
332,1474512533,0,0,18346,5,50.63948,-120.35742
334,1474512662,0,0,18336,5,50.70089,-120.412575
344,1474521154,0,0,18349,5,49.322437,-124.33304
348,1474521295,0,0,3550,0,49.15843,-123.723564
131421,1633384315,0,0,18822,4,39.983513,-105.182
131431,1633384635,0,0,18829,1,37.624493,-122.44617
131435,1633384636,0,0,10671,5,37.624477,-122.41409
131455,1633384873,0,0,18828,5,40.23745,-74.74114
131459,1633384882,0,0,18891,3,26.884792,-80.055786
131457,1633384880,0,0,10979,5,40.20565,-74.80565
131479,1633457590,0,0,18826,5,33.519978,-86.740654
407,1476477823,0,0,18,5,33.842,-118.33769
131483,1633458540,0,0,18892,5,40.236732,-74.7901
131485,1633461099,0,0,18891,5,42.681007,-71.15795
417,1476482843,0,0,18350,5,33.716675,-118.309906
131489,1633461112,0,1,11007,5,-27.462746,153.09898
131507,1633461182,0,1,146,1,37.951515,23.738203
443,1478491864,0,0,18347,5,41.224422,-111.968376
131525,1633461748,0,0,18826,5,41.671394,-70.903725
131529,1633461758,0,0,18949,5,42.059986,-72.50481
131533,1633461767,0,0,18897,5,42.05031,-72.48321
131537,1633461776,0,0,9371,5,42.07656,-72.522354
469,1478548624,0,1,18346,5,36.724483,-119.701645
473,1478548774,0,0,18331,5,36.724483,-119.701645
131551,1633461821,0,0,18893,5,41.9476,-80.5542
131553,1633461831,0,0,18922,5,42.05951,-72.524864
131559,1633461850,0,0,18819,5,41.677692,-70.904465
489,1480104897,0,0,18,5,33.79555,-118.26094
131563,1633461951,0,0,18891,5,42.086056,-72.493286
131579,1633470974,0,0,1133,4,39.65161,-80.52528
131583,1633470987,0,0,18817,5,43.369232,5.332426
131587,1633471236,0,0,6713,5,39.12546,-120.959785
131585,1633471229,0,0,3716,5,45.497982,-122.60986
131591,1633471338,0,1,3950,3,48.06961,-123.07465
525,1480112542,0,0,18319,5,40.78387,-111.87014
131611,1633473197,0,0,18827,5,42.307285,-122.83957
131613,1633473201,0,0,2578,0,49.38244,-123.35531
131619,1633473227,0,0,10525,5,40.492416,-111.868256
547,1480115980,0,0,18283,5,34.065666,-118.02129
131627,1633473259,0,0,18931,5,37.448013,-122.1792
131625,1633473254,0,0,68,5,41.48465,-74.49707
131643,1633551556,0,0,876,5,42.324387,-71.53912
583,1480125809,0,0,18328,5,34.089146,-118.22643
131661,1633551718,0,0,244,5,-17.58814,-149.3128
131683,1633552105,0,0,18948,5,33.8838,-118.02466
131687,1633552131,0,0,18829,5,33.88358,-118.02466
131685,1633552108,0,0,18944,5,33.88361,-118.02507
131693,1633552333,0,0,1969,5,37.417156,-102.61571
131697,1633552339,0,0,18944,5,42.27531,-71.24178
131701,1633552368,0,0,772,5,38.31534,-122.50795
131707,1633552393,0,0,224,0,48.819916,-119.184746
131711,1633552398,0,0,11791,5,42.51932,-89.001976
131709,1633552395,0,0,60,0,41.87783,-87.63058
131717,1633552408,0,0,5424,5,27.674164,85.460655
131723,1633552425,0,0,764,5,27.651072,85.411156
131725,1633552426,0,0,18826,5,42.51567,-89.02437
661,1481166251,0,0,18328,5,35.302235,-80.94612
669,1481168059,0,0,18283,5,40.74772,-111.578766
131743,1633552532,0,0,18770,5,42.50018,-89.02974
131751,1633552615,0,0,18828,5,41.77152,-70.95738
131749,1633552603,0,0,18875,5,51.337543,-0.44564
131753,1633552625,0,0,805,5,38.082935,-122.17309
131757,1633552634,0,0,6066,5,41.036037,21.226006
131763,1633552644,0,0,18929,5,42.124027,-72.76319
131787,1633552735,0,0,4699,5,-16.501205,-68.125885
131785,1633552730,0,0,104,5,61.205933,-149.82462
131791,1633552781,0,0,3406,5,21.062239,-86.84509
729,1481398553,0,0,18322,5,35.25573,-80.84566
131815,1633561189,0,0,13215,5,38.962173,-76.93737
131819,1633561205,0,0,2836,5,36.59029,-121.91659
747,1481403302,0,0,18343,5,43.304337,-91.787544
131817,1633561199,0,0,14296,4,37.80805,-122.20865
749,1481403494,0,0,18343,5,38.26301,21.74841
131825,1633561809,0,0,7039,5,38.74712,-105.182076
757,1481405376,0,0,18344,5,35.930508,-78.95389
131835,1633561887,0,0,18818,5,30.292303,-97.69709
131833,1633561880,0,0,6156,4,36.117447,-80.28787
765,1481407090,0,0,6233,5,35.2532,-80.8579
767,1481407658,0,0,7345,5,37.70912,-121.92197
131837,1633561892,0,0,18768,5,42.51682,-89.03786
131855,1633562453,0,1,11288,5,53.489536,-113.459526
131853,1633562427,0,1,4394,5,35.819286,-106.1945
131861,1633619524,0,0,18821,0,38.97508,-95.267685
131887,1633641721,0,0,4352,5,34.023052,-118.14664
820,1483643179,0,1,18345,5,40.57555,-111.8069
826,1483643809,0,0,13290,5,40.707397,-111.80878
828,1483644060,0,0,18279,5,49.322067,-124.33115
131903,1633645056,0,0,5504,5,31.785929,-106.359764
131901,1633645051,0,0,1018,5,27.670137,85.446884
131905,1633645060,0,0,5425,5,27.675663,85.451004
131909,1633645074,0,0,8129,5,38.12087,-102.310005
131917,1633645096,0,0,18828,5,43.596912,-79.60757
131923,1633645113,0,0,16317,5,38.546307,-106.930176
131921,1633645107,0,0,49,5,27.661928,85.448685
131939,1633645156,0,0,142,5,42.275436,-71.22661
131943,1633645168,0,0,18824,1,37.183582,-104.46327
131941,1633645163,0,0,18827,5,42.292747,-71.263695
131947,1633645198,0,0,18825,5,42.293667,-71.263535
131945,1633645175,0,0,518,5,37.260098,-105.966576
878,1484020630,0,0,18349,5,49.70205,-124.979836
131949,1633645203,0,0,714,5,27.673164,85.45263
131953,1633645210,0,0,924,5,27.647451,85.48542
131959,1633645232,0,0,5088,5,27.683573,85.41972
131957,1633645227,0,0,13,5,27.676352,85.45475
131967,1633711319,0,0,18892,5,39.980217,-105.15313
131965,1633645948,0,0,18818,5,37.384846,-102.28259
896,1484435197,0,0,3348,5,48.930725,-123.73338
131971,1633713005,0,0,1658,0,47.70525,-121.86659
131969,1633712155,0,0,69,5,27.687307,85.46556
904,1484435950,0,0,4,0,53.914738,-122.74078
908,1484454175,0,0,4465,5,53.914738,-122.74198
131983,1633730658,0,0,18919,5,33.795666,-117.93653
912,1484454581,0,0,24,5,48.72967,-123.66412
916,1484455015,0,0,698,5,53.914738,-122.74138
920,1484518764,0,0,18321,5,48.795055,-123.736084
924,1484519454,0,0,18282,5,48.78508,-123.65917
928,1484520206,0,0,3990,5,48.69273,-123.58976
132003,1633730747,0,0,18827,5,50.41701,-104.52927
930,1484520402,0,0,41,5,50.676712,-120.351395
934,1484531030,0,0,1278,5,50.645973,-120.38004
132009,1633730762,0,0,18826,5,62.228733,-133.3558
944,1484600691,0,0,44,5,41.237522,-111.97154
132031,1633732974,0,0,18906,5,33.202465,-87.556206
132035,1633733013,0,0,6866,5,41.994705,-72.60318
132039,1633733018,0,0,1702,5,42.276726,-71.22601
968,1485899361,0,0,18329,5,48.81372,-124.17262
132041,1633733027,0,0,17557,5,-38.60274,-72.84902
132047,1633733041,0,0,18808,5,51.395706,-0.570359
976,1486065068,0,0,56,5,48.81524,-123.61025
978,1486065241,0,0,18344,5,55.939285,12.325677
132055,1633734279,0,0,227,5,53.72537,-1.550685
982,1486065699,0,0,9977,5,40.58007,-111.81687
984,1486066229,0,0,18280,5,40.595387,-111.807755
132057,1633734283,0,0,21,5,53.76725,-1.370674
132061,1633734297,0,0,18768,5,53.747047,-1.47869
992,1486410687,0,0,18359,5,40.72763,-111.824425
132067,1633734321,0,0,2086,5,53.793552,-1.388243
1004,1486412953,0,1,18344,5,37.87963,-122.25401
132089,1633734648,0,0,8683,5,53.838055,-1.655033
132093,1633735176,0,0,18895,5,43.57786,-116.56153
1024,1486417163,0,0,2156,5,41.32704,-111.8144
132099,1633735191,0,0,9779,5,53.92824,-1.386585
132097,1633735186,0,0,18875,5,53.774956,-1.565842
132103,1633735339,0,0,129,5,53.839775,-1.638201
1030,1486417890,0,0,18331,5,38.24231,21.731447
132101,1633735326,0,0,17,5,53.753407,-1.485258
132111,1633735366,0,0,10889,5,53.783836,-1.550442
132109,1633735361,0,0,139,5,53.825336,-1.42918
132119,1633735426,0,0,455,5,53.80852,-1.586729
132123,1633735517,0,0,780,5,53.90459,-1.346074
132121,1633735512,0,0,18914,5,53.796494,-1.540428
132131,1633736143,0,0,70,5,53.904984,-1.691808
132135,1633966067,0,1,18829,0,33.100986,-117.177765
132139,1633966146,0,1,1448,0,33.71045,-117.79303
132137,1633966143,0,0,18822,0,33.71045,-117.79303
132141,1633966564,0,0,11621,0,47.33445,-122.10237
1072,1488137076,0,0,18349,5,49.476894,-123.80239
132151,1633981420,0,0,353,5,42.143238,-71.521706
1080,1488140842,0,0,2942,5,49.43678,-123.47752
1086,1488143463,0,0,3746,5,49.622463,-124.02543
132157,1633981456,0,0,18817,5,41.763565,-71.01933
1090,1488144296,0,0,18346,5,50.67321,-120.34138
1092,1488144488,0,0,14864,5,40.66416,-111.7987
132169,1633981530,0,0,5092,5,53.805836,-1.555945
132175,1633981547,0,0,8067,5,61.204037,-149.86578
132173,1633981541,0,0,18853,5,42.46522,-71.00939
132183,1633981578,0,0,314,5,53.78599,-1.499725
1118,1488514398,0,0,18346,5,39.68688,-110.85456
132195,1633981935,0,1,18825,0,35.90164,-78.86569
132197,1633981941,0,1,15773,5,19.453493,-155.87988
1128,1490113941,0,0,18331,5,34.06846,-118.20639
1138,1490201478,0,0,17224,5,35.315834,-82.460724
1140,1490201657,0,0,18334,5,45.07228,-85.70048
132219,1633982037,0,1,5590,0,35.901554,-78.86585
132229,1633982826,0,0,9001,5,69.449425,-133.0403
132237,1633987018,0,0,18331,5,50.675323,-120.27428
1178,1490665239,0,0,7197,5,37.67254,-120.35794
1184,1490666482,0,0,9508,5,37.450073,-119.84867
132267,1633992791,0,0,18819,5,42.451027,-70.98303
132269,1633992794,0,0,18822,5,53.903084,-1.703357
1202,1490669484,0,0,8967,5,42.936554,-72.27102
1208,1490669515,0,0,7573,5,38.568382,-121.493225
1210,1490669518,0,0,2380,5,42.523132,-90.65974
1212,1490669521,0,0,10439,5,37.48816,-119.96352
132285,1633994044,0,0,10057,5,61.21255,-149.85506
1216,1490669546,0,0,18333,5,37.550167,-119.64278
132291,1633994069,0,0,338,5,61.2074,-149.87128
132289,1633994056,0,0,18822,5,61.207268,-149.87589
1224,1490673738,0,0,18277,3,42.938034,-72.2593
132299,1633994292,0,0,18924,5,53.789272,-1.377445
132297,1633994095,0,0,1658,5,33.846676,-112.09802
1234,1490673763,0,0,468,5,55.938545,12.326118
132311,1633994322,0,0,18950,5,53.801888,-1.667109
1238,1490673777,0,0,4868,5,49.308403,-124.47676
1250,1490682826,0,0,3132,5,53.96459,-122.78269
1256,1490682838,0,0,3774,5,48.796833,-123.63203
1262,1490682855,0,0,2774,5,49.164055,-123.8381
132339,1633994423,0,0,18929,5,53.931427,-1.359587
1266,1490683337,0,0,18282,5,33.86301,-118.38896
1272,1490722087,0,0,1172,5,54.092285,-128.61646
1280,1490722151,0,0,18349,5,53.893547,-122.813866
132353,1633994987,0,0,18794,5,53.742184,-1.606196
1284,1490722161,0,0,4012,5,53.929886,-122.80193
1286,1490722164,0,0,2764,5,55.255695,-127.67408
1288,1490722164,0,0,18327,5,53.85699,-122.75565
1290,1490722224,0,0,4477,5,53.913925,-122.76223
1294,1490727812,0,0,18347,5,49.4233,-123.6408
1302,1490729084,0,0,18337,5,49.93197,-119.44322
1304,1490729086,0,0,5537,2,37.5006,-119.84042
1306,1490729095,0,0,18281,5,50.673542,-120.329575
1314,1490729680,0,0,1250,5,49.489132,-123.75001
1324,1490813502,0,0,18344,5,50.64985,-120.34859
1326,1490813503,0,0,18281,5,35.527256,-82.89524
1334,1490813516,0,0,814,5,35.053734,-83.188736
1382,1490930658,0,0,18327,5,50.672516,-120.33783
1386,1490930666,0,0,18335,5,50.678123,-120.33092
1392,1490931633,0,0,7719,5,50.650223,-120.3493
132467,1634062466,0,0,18818,5,47.717045,-122.0854
132469,1634062470,0,1,18829,5,47.717045,-122.0854
132475,1634067647,0,0,18821,5,38.66663,-121.10324
132481,1634068375,0,1,18943,4,44.2771,-121.16537
1427,1492552740,0,0,8973,5,35.121246,-80.743065
1479,1492800687,0,0,18329,5,36.005188,-78.85404
132559,1634072369,0,0,18827,0,37.40311,-122.11492
132561,1634072741,0,1,27316,1,34.05211,-118.25795
132565,1634074990,0,0,18822,5,46.52783,-93.94542
132579,1634080302,0,0,455,5,42.15013,-71.5289
132577,1634080299,0,0,18945,5,41.795418,-71.06704
1511,1493060377,0,0,6320,5,39.336952,-76.653336
132581,1634080309,0,0,4966,4,50.35246,-119.06161
1517,1493061706,0,0,6000,5,34.059803,-118.286224
1519,1493061992,0,0,18282,5,39.351658,-76.61048
132595,1634080436,0,0,7297,5,42.302414,-71.65247
132607,1634080472,0,0,15155,5,41.785137,-71.071365
1539,1494197558,0,0,9965,5,40.774963,-111.84694
132615,1634081039,0,0,5394,5,42.540913,-70.94532
132619,1634081060,0,0,184,5,42.512672,-70.94648
132617,1634081049,0,0,16095,5,42.69891,-73.114296
132627,1634081080,0,0,18945,5,41.78476,-71.067055
132629,1634081154,0,0,6531,5,42.324184,-71.64807
132633,1634081166,0,0,52,5,53.826885,-1.501485
1566,1494263878,0,0,7021,5,38.289433,21.785513
132643,1634081189,0,0,15767,4,42.32609,-71.61289
132641,1634081182,0,0,3380,5,41.786022,-71.06885
132651,1634081490,0,0,18897,5,41.78332,-71.067314
132655,1634081812,0,0,20,5,42.54129,-70.92782
132659,1634144783,0,0,18820,5,33.97729,-118.46429
132657,1634141858,0,0,217,5,43.215523,-77.923355
132663,1634144788,0,0,5269,5,50.78681,-112.4638
132661,1634144785,0,0,18823,0,25.317438,-100.04217
1592,1494687832,0,0,8491,5,38.304512,21.794697
132667,1634144799,0,0,18821,5,37.561695,-122.268074
132665,1634144797,0,0,18928,5,38.540863,-123.096634
132675,1634144815,0,0,18817,1,46.747196,-88.43196
132677,1634144823,0,0,18921,0,45.07264,-64.84058
132681,1634144834,0,0,18821,0,44.71981,-63.48081
132687,1634144907,0,0,18950,5,43.92146,-65.83394
1614,1494881290,0,0,15920,5,-33.67816,151.28572
132685,1634144906,0,0,18945,0,47.91452,-65.9513
132695,1634145012,0,0,18822,5,50.06903,-112.105896
132693,1634145012,0,0,2668,3,41.577106,-84.4464
132699,1634145018,0,0,492,5,49.87038,-111.37885
132697,1634145016,0,0,1826,0,30.09582,-95.96951
1628,1495070304,0,0,18282,5,33.558735,-86.70765
132703,1634145022,0,0,18949,5,35.35897,-94.40662
132707,1634145025,0,0,9203,5,39.331783,-77.707596
132705,1634145024,0,0,18826,2,48.85696,-121.67341
1638,1495072623,0,0,9971,5,38.5706,-109.54726
132713,1634145040,0,0,688,5,47.42356,-66.92538
1650,1495569701,0,0,18313,5,34.066624,-118.05275
132721,1634145131,0,0,1564,5,42.14859,-124.354904
132727,1634145141,0,0,18826,5,39.98431,-105.15766
132725,1634145134,0,0,18,5,44.6471,-63.5737
132735,1634145379,0,0,1222,5,45.99272,-66.57804
132737,1634145380,0,0,12526,5,28.299934,-16.511246
132743,1634151294,0,0,11025,5,37.725086,-122.17948
1672,1496091974,0,0,3764,5,38.289345,21.773867
132747,1634151307,0,0,18828,0,38.55664,-122.72307
132745,1634151303,0,0,18921,0,45.50778,-66.0992
1680,1496092674,0,0,18323,5,34.09655,-117.97032
132755,1634151329,0,0,18849,5,47.7208,-64.8553
1688,1496093070,0,0,9707,5,34.089245,-118.02874
132763,1634151353,0,1,18928,0,41.22847,-73.54093
1690,1496093356,0,0,966,5,50.577847,8.678296
132767,1634151373,0,0,11945,5,38.89337,-99.32187
132765,1634151358,0,0,18892,5,39.972855,-105.15559
132769,1634151375,0,0,2876,5,37.783775,-122.46497
1700,1496093770,0,0,18281,5,39.4092,-76.59406
132775,1634151396,0,0,3414,5,35.38944,-119.11168
132773,1634151387,0,0,18829,5,39.944534,-105.153145
132777,1634151402,0,0,17886,5,45.25254,-66.11118
132781,1634151412,0,0,18819,5,25.12121,121.52794
1712,1496094426,0,0,18324,5,38.21937,21.756044
132787,1634151429,0,0,18822,5,43.83843,-66.11019
132785,1634151426,0,0,1782,5,39.980946,-105.1383
132791,1634151437,0,0,18916,5,47.46024,-64.9555
132789,1634151431,0,0,18817,5,25.717283,-100.35843
1720,1496097295,0,0,18344,5,-30.493738,151.66165
132793,1634151447,0,0,18821,5,37.751907,-122.477165
132799,1634151467,0,0,7099,5,42.298164,-71.80455
132797,1634151462,0,0,9207,5,34.241096,-84.501396
1732,1496098167,0,0,9962,5,-30.516714,151.65808
132811,1634151498,0,0,18828,0,46.02972,-66.03806
132809,1634151495,0,0,18827,5,39.97012,-105.1629
1740,1496099726,0,0,8,5,54.696503,-127.0517
132819,1634151982,0,0,12451,5,46.476643,-87.372665
1748,1496100234,0,0,2,5,34.023914,-118.42871
1756,1496100730,0,0,3856,5,55.269768,-128.07437
1758,1496100801,0,0,238,5,55.0204,-127.3306
1762,1496100982,0,0,10075,5,34.411057,-119.516685
132841,1634164014,0,1,12666,5,40.811794,-123.49295
132853,1634225772,0,1,18817,0,39.053158,-108.54106
132859,1634232927,0,0,18827,5,45.47722,-122.62417
132857,1634226936,0,0,2854,0,37.928738,-121.28919
1796,1498517591,0,0,18329,5,33.602165,-117.90209
1806,1498688552,0,0,17711,5,33.913315,-117.428604
1816,1498688812,0,0,1748,5,33.763767,-118.14565
1818,1498688834,0,0,7445,5,33.89073,-117.31059
132895,1634248012,0,0,18822,5,61.20671,-149.85483
1822,1498688893,0,0,980,5,33.97221,-117.38588
132899,1634248027,0,0,13652,5,61.213734,-149.85992
1828,1498689064,0,0,7467,5,33.952618,-117.41119
132903,1634248036,0,0,17068,5,61.21327,-149.85693
132905,1634248040,0,0,18944,5,61.212963,-149.87604
132909,1634248052,0,0,16443,5,42.369827,-83.04325
132913,1634248075,0,0,564,5,61.21202,-149.86253
1846,1499721321,0,0,500,5,34.094692,-118.34805
1848,1499721579,0,0,18334,5,34.141758,-118.060745
1850,1499721748,0,0,18282,5,34.064682,-118.29754
1852,1499721937,0,0,18349,5,34.021534,-117.90991
1854,1499722217,0,0,18345,5,33.999504,-117.41602
132929,1634248353,0,1,7315,5,47.61361,-114.04482
1860,1499722651,0,0,6873,5,37.10762,-121.9464
132933,1634248400,0,1,178,0,41.8734,-87.79258
1866,1499724332,0,0,5647,5,33.999977,-117.41676
132941,1634248541,0,1,18901,5,37.148754,-121.60117
1872,1499725425,0,0,18349,5,38.10359,-122.188705
1874,1499725431,0,0,18279,5,38.066784,-122.220024
1876,1499725437,0,0,18344,5,34.01826,-118.460205
132951,1634248633,0,1,16976,5,37.2463,-121.964
132949,1634248618,0,0,10547,5,53.355072,-2.463832
132973,1634248913,0,1,18789,5,45.549,-73.613716
132983,1634249538,0,0,4611,5,40.960545,14.241417
1914,1499730675,0,0,2338,5,33.773087,-118.081055
132995,1634249569,0,0,18821,5,37.77484,-122.299034
1922,1499731216,0,0,18277,5,33.77324,-118.085175
132999,1634249581,0,0,18936,5,45.67785,-89.549774
132997,1634249575,0,0,18927,3,39.347363,-120.21013
1928,1499735058,0,0,826,5,34.42786,-119.69078
133003,1634249599,0,0,18821,5,38.036358,-120.241516
133001,1634249590,0,0,394,5,45.037453,7.7728
133005,1634249608,0,0,18948,5,64.85921,-147.85274
133011,1634249618,0,0,7727,5,51.330593,-116.96056
133015,1634249629,0,0,8760,5,47.608418,-114.665054
133027,1634249679,0,0,18817,5,39.39423,-119.80661
133025,1634249668,0,0,18887,5,38.000183,-122.29807
133035,1634249703,0,0,18847,5,37.881092,-122.29539
1972,1499799526,0,0,9,5,36.21711,-81.68054
1976,1499799965,0,0,18320,5,33.715576,-118.303795
133051,1634249747,0,0,18823,5,43.474373,-110.74709
133053,1634249756,0,0,18825,5,29.969488,-90.04449
133061,1634249793,0,0,18820,5,39.366013,-77.74971
133067,1634250036,0,0,9091,5,39.403473,-77.49748
2006,1499806426,0,0,18283,5,35.39063,-120.60231
2010,1499806844,0,0,8437,0,35.639256,-120.24316
133081,1634250251,0,0,18822,5,43.99341,-124.09975
133087,1634250266,0,0,18823,5,51.772064,-1.274198
133091,1634250401,0,0,18821,5,32.989285,-117.26209
2018,1499807826,0,0,33,5,33.762363,-118.09173
2020,1499808012,0,0,18336,5,33.762314,-118.08269
2025,1499808085,0,0,8959,5,33.766132,-118.083176
133099,1634252027,0,0,18918,5,40.00742,-83.05926
133097,1634251760,0,0,18822,5,45.195244,-109.241585
2031,1499808554,0,0,4570,5,37.733208,-122.42364
133109,1634253789,0,0,18474,0,40.05756,-105.243385
2045,1499882922,0,0,18279,5,45.54408,-122.59632
133117,1634253810,0,0,18822,5,34.120197,-118.2049
133131,1634253866,0,1,18950,3,39.98297,-105.14101
2059,1499884540,0,0,2876,5,45.51287,-122.873436
133135,1634253872,0,0,18816,5,39.927654,-105.1493
2063,1499885048,0,0,18335,0,37.39356,-122.347206
2067,1499885420,0,0,18257,5,6.236052,-75.57048
2069,1499885546,0,0,16351,5,47.666977,-122.39336
133143,1634253905,0,0,18873,5,45.541,-122.649
133159,1634253943,0,0,15982,5,31.332808,-89.336075
133157,1634253939,0,0,11243,5,46.583035,-90.87939
133177,1634332276,0,0,8814,5,37.951473,-122.20312
133185,1634332292,0,0,18819,5,54.018982,-123.998764
133199,1634332337,0,0,18825,2,54.006588,-123.97298
133197,1634332330,0,0,18848,5,39.97979,-105.15101
133207,1634332461,0,0,18825,5,37.431858,-122.19282
133205,1634332423,0,0,18935,5,49.835526,-124.52422
133213,1634333799,0,0,18827,5,38.982147,-77.00317
133223,1634333832,0,0,4152,5,61.206398,-149.85913
2153,1500323864,0,0,8401,5,33.76711,-118.08926
2155,1500324011,0,0,18345,5,33.999977,-117.41676
133225,1634333837,0,0,18876,5,-15.842882,-70.02882
133233,1634333870,0,0,5496,5,39.183502,-77.6133
2167,1500324758,0,0,18345,5,33.999977,-117.41676
2169,1500324866,0,0,18349,5,33.770245,-118.090096
133243,1634333896,0,0,18950,5,61.20943,-149.86626
133241,1634333892,0,0,18891,5,39.029842,-77.488594
133251,1634333935,0,1,18822,5,39.90752,-75.40677
133269,1634334186,0,0,18890,5,38.6618,-121.31275
133275,1634334305,0,0,18823,5,33.326614,-111.90626
2205,1500333215,0,0,18280,5,40.544743,-74.62279
133277,1634334313,0,0,5733,5,45.50482,-122.519005
2209,1500333513,0,0,3964,2,6.204365,-75.568115
133283,1634334375,0,1,242,5,38.85616,-77.34107
2213,1500333756,0,0,18301,0,19.427696,-155.8759
133287,1634334424,0,0,18820,5,42.869667,-109.86033
133285,1634334394,0,1,74,5,45.40392,-122.56233
2217,1500333910,0,0,2,5,44.19332,-76.200455
133291,1634334427,0,0,18892,5,45.508446,-122.6379
133289,1634334426,0,1,4376,5,49.865494,-124.54388
2221,1500403714,0,0,3146,5,38.159035,-76.54191
133307,1634334665,0,1,4376,5,49.851967,-124.524445
133305,1634334664,0,0,1614,5,49.760654,-124.55785
2239,1500412151,0,0,18313,5,38.900192,-77.265594
2241,1500412255,0,0,2862,5,39.26552,-77.18857
133313,1634335249,0,0,18821,5,40.63271,-105.07242
2245,1500412547,0,0,18348,5,39.62018,-106.09899
133319,1634335255,0,0,18924,5,39.962414,-105.15327
133335,1634335369,0,0,18826,5,39.892323,-105.763565
133339,1634335374,0,1,1606,5,49.760635,-124.557884
133351,1634335492,0,0,18828,5,38.680504,-123.4292
133357,1634335612,0,0,18827,5,37.90174,-122.65019
133363,1634335733,0,0,1584,5,33.1133,-97.222855
133361,1634335733,0,0,18804,5,40.350765,-80.071075
133367,1634335973,0,0,18819,5,25.696999,-100.366234
133365,1634335852,0,0,12070,0,54.043056,-124.12349
2301,1501266425,0,0,18349,5,32.50912,-94.71086
2303,1501354460,0,0,18279,5,33.761993,-118.08767
133373,1634571256,0,1,18819,0,45.557156,-122.61222
133379,1634574077,0,0,18821,0,37.96364,-122.35493
2307,1501355872,0,0,18316,5,33.76539,-118.0782
133381,1634575765,0,0,58,5,37.517105,-122.33072
2323,1501522234,0,0,18351,5,33.769012,-118.078865
2325,1501523767,0,0,5647,5,33.999977,-117.41676
133399,1634581196,0,0,10263,5,47.37959,-122.31515
133397,1634581195,0,0,388,3,35.30554,-83.182884
2334,1501524222,0,0,7,5,48.21866,-122.68653
2336,1501524269,0,0,18361,5,33.769814,-118.08469
2346,1501524758,0,0,11730,5,33.999977,-117.41676
2348,1501524914,0,0,3725,5,33.76881,-118.07858
133423,1634592788,0,0,18892,5,40.75297,-73.648445
2352,1501525094,0,0,13386,5,33.77015,-118.19641
133427,1634592795,0,0,18824,5,-41.160748,175.01157
2356,1501525416,0,0,18337,5,33.75989,-118.08929
133431,1634592849,0,0,18817,0,39.834873,-75.13968
133429,1634592846,0,0,3414,0,46.3038,-114.041885
2360,1501527345,0,0,13,5,33.76801,-118.08365
